farm_id,farmer_id,region,area_ha,lat,lon
FRM-0910,FAR-410,Embu,19.0,-0.4,38.1
FRM-0911,FAR-411,Kiambu,20.7,-0.32,38.16
FRM-0912,FAR-412,Machakos,22.4,-0.24,38.22
FRM-0913,FAR-413,Nakuru,24.1,-0.16,38.28
FRM-0914,FAR-414,Nairobi,25.8,-0.08,38.34
FRM-0915,FAR-415,Embu,27.5,0.0,38.4
FRM-0916,FAR-416,Kiambu,29.2,0.08,38.46
FRM-0917,FAR-417,Machakos,30.9,0.16,38.52
FRM-0918,FAR-418,Nakuru,32.6,0.24,38.58
FRM-0919,FAR-419,Nairobi,34.3,0.32,38.64
FRM-0920,FAR-420,Embu,36.0,0.4,36.3
FRM-0921,FAR-421,Kiambu,37.7,0.48,36.36
FRM-0922,FAR-422,Machakos,39.4,0.56,36.42
FRM-0923,FAR-423,Nakuru,41.1,0.64,36.48
FRM-0924,FAR-424,Nairobi,42.8,0.72,36.54
FRM-0925,FAR-425,Embu,44.5,0.8,36.6
FRM-0926,FAR-426,Kiambu,46.2,0.88,36.66
FRM-0927,FAR-427,Machakos,12.9,0.96,36.72
FRM-0928,FAR-428,Nakuru,14.6,1.04,36.78
FRM-0929,FAR-429,Nairobi,16.3,1.12,36.84
FRM-0930,FAR-430,Embu,18.0,1.2,36.9
FRM-0931,FAR-431,Kiambu,19.7,1.28,36.96
FRM-0932,FAR-432,Machakos,21.4,1.36,37.02
FRM-0933,FAR-433,Nakuru,23.1,1.44,37.08
FRM-0934,FAR-434,Nairobi,24.8,1.52,37.14
FRM-0935,FAR-435,Embu,26.5,1.6,37.2
FRM-0936,FAR-436,Kiambu,28.2,1.68,37.26
FRM-0937,FAR-437,Machakos,29.9,1.76,37.32
FRM-0938,FAR-438,Nakuru,31.6,1.84,37.38
FRM-0939,FAR-439,Nairobi,33.3,1.92,37.44
FRM-0940,FAR-440,Embu,35.0,2.0,37.5
FRM-0941,FAR-441,Kiambu,36.7,2.08,37.56
FRM-0942,FAR-442,Machakos,38.4,2.16,37.62
FRM-0943,FAR-443,Nakuru,40.1,2.24,37.68
FRM-0944,FAR-444,Nairobi,41.8,2.32,37.74
FRM-0945,FAR-445,Embu,43.5,2.4,37.8
FRM-0946,FAR-446,Kiambu,45.2,2.48,37.86
FRM-0947,FAR-447,Machakos,46.9,2.56,37.92
FRM-0948,FAR-448,Nakuru,13.6,2.64,37.98
FRM-0949,FAR-449,Nairobi,15.3,2.72,38.04
FRM-0950,FAR-450,Embu,17.0,-1.2,38.1
FRM-0951,FAR-451,Kiambu,18.7,-1.12,38.16
FRM-0952,FAR-452,Machakos,20.4,-1.04,38.22
FRM-0953,FAR-453,Nakuru,22.1,-0.96,38.28
FRM-0954,FAR-454,Nairobi,23.8,-0.88,38.34
FRM-0955,FAR-455,Embu,25.5,-0.8,38.4
FRM-0956,FAR-456,Kiambu,27.2,-0.72,38.46
FRM-0957,FAR-457,Machakos,28.9,-0.64,38.52
FRM-0958,FAR-458,Nakuru,30.6,-0.56,38.58
FRM-0959,FAR-459,Nairobi,32.3,-0.48,38.64
FRM-0960,FAR-460,Embu,34.0,-0.4,36.3
FRM-0961,FAR-461,Kiambu,35.7,-0.32,36.36
FRM-0962,FAR-462,Machakos,37.4,-0.24,36.42
FRM-0963,FAR-463,Nakuru,39.1,-0.16,36.48
FRM-0964,FAR-464,Nairobi,40.8,-0.08,36.54
FRM-0965,FAR-465,Embu,42.5,0.0,36.6
FRM-0966,FAR-466,Kiambu,44.2,0.08,36.66
FRM-0967,FAR-467,Machakos,45.9,0.16,36.72
FRM-0968,FAR-468,Nakuru,12.6,0.24,36.78
FRM-0969,FAR-469,Nairobi,14.3,0.32,36.84
FRM-0970,FAR-470,Embu,16.0,0.4,36.9
FRM-0971,FAR-471,Kiambu,17.7,0.48,36.96
FRM-0972,FAR-472,Machakos,19.4,0.56,37.02
FRM-0973,FAR-473,Nakuru,21.1,0.64,37.08
FRM-0974,FAR-474,Nairobi,22.8,0.72,37.14
FRM-0975,FAR-475,Embu,24.5,0.8,37.2
FRM-0976,FAR-476,Kiambu,26.2,0.88,37.26
FRM-0977,FAR-477,Machakos,27.9,0.96,37.32
FRM-0978,FAR-478,Nakuru,29.6,1.04,37.38
FRM-0979,FAR-479,Nairobi,31.3,1.12,37.44
FRM-0980,FAR-480,Embu,33.0,1.2,37.5
FRM-0981,FAR-481,Kiambu,34.7,1.28,37.56
FRM-0982,FAR-482,Machakos,36.4,1.36,37.62
FRM-0983,FAR-483,Nakuru,38.1,1.44,37.68
FRM-0984,FAR-484,Nairobi,39.8,1.52,37.74
FRM-0985,FAR-485,Embu,41.5,1.6,37.8
FRM-0986,FAR-486,Kiambu,43.2,1.68,37.86
FRM-0987,FAR-487,Machakos,44.9,1.76,37.92
FRM-0988,FAR-488,Nakuru,46.6,1.84,37.98
FRM-0989,FAR-489,Nairobi,13.3,1.92,38.04
FRM-0990,FAR-490,Embu,15.0,2.0,38.1
FRM-0991,FAR-491,Kiambu,16.7,2.08,38.16
FRM-0992,FAR-492,Machakos,18.4,2.16,38.22
FRM-0993,FAR-493,Nakuru,20.1,2.24,38.28
FRM-0994,FAR-494,Nairobi,21.8,2.32,38.34
FRM-0995,FAR-495,Embu,23.5,2.4,38.4
FRM-0996,FAR-496,Kiambu,25.2,2.48,38.46
FRM-0997,FAR-497,Machakos,26.9,2.56,38.52
FRM-0998,FAR-498,Nakuru,28.6,2.64,38.58
FRM-0999,FAR-499,Nairobi,30.3,2.72,38.64
FRM-1000,FAR-500,Embu,32.0,-1.2,36.3
