booking_id,farmer_id,tractor_id,region,status,crop_operation,amount,requested_at
BKG-03721,FAR-221,TR-021,Machakos,completed,Planting,12300,2026-03-13T00:00:00
BKG-03722,FAR-222,TR-022,Nakuru,completed,Weeding,12600,2026-03-14T00:00:00
BKG-03723,FAR-223,TR-023,Nairobi,completed,Harvesting,12900,2026-03-15T00:00:00
BKG-03724,FAR-224,TR-024,Embu,completed,Soil management,13200,2026-03-16T00:00:00
BKG-03725,FAR-225,TR-025,Kiambu,pending,Land preparation,13500,2026-03-17T00:00:00
BKG-03726,FAR-226,TR-026,Machakos,completed,Planting,13800,2026-03-18T00:00:00
BKG-03727,FAR-227,TR-027,Nakuru,completed,Weeding,14100,2026-03-19T00:00:00
BKG-03728,FAR-228,TR-028,Nairobi,completed,Harvesting,14400,2026-03-20T00:00:00
BKG-03729,FAR-229,TR-029,Embu,completed,Soil management,14700,2026-03-21T00:00:00
BKG-03730,FAR-230,TR-030,Kiambu,pending,Land preparation,15000,2026-03-22T00:00:00
BKG-03731,FAR-231,TR-031,Machakos,completed,Planting,15300,2026-03-23T00:00:00
BKG-03732,FAR-232,TR-032,Nakuru,completed,Weeding,15600,2026-03-24T00:00:00
BKG-03733,FAR-233,TR-033,Nairobi,completed,Harvesting,15900,2026-03-25T00:00:00
BKG-03734,FAR-234,TR-034,Embu,completed,Soil management,16200,2026-03-26T00:00:00
BKG-03735,FAR-235,TR-035,Kiambu,pending,Land preparation,16500,2026-03-27T00:00:00
BKG-03736,FAR-236,TR-036,Machakos,completed,Planting,16800,2026-03-28T00:00:00
BKG-03737,FAR-237,TR-037,Nakuru,completed,Weeding,17100,2026-03-29T00:00:00
BKG-03738,FAR-238,TR-038,Nairobi,completed,Harvesting,17400,2026-03-30T00:00:00
BKG-03739,FAR-239,TR-039,Embu,completed,Soil management,17700,2026-03-31T00:00:00
BKG-03740,FAR-240,TR-040,Kiambu,pending,Land preparation,18000,2026-04-01T00:00:00
BKG-03741,FAR-241,TR-041,Machakos,completed,Planting,18300,2026-04-02T00:00:00
BKG-03742,FAR-242,TR-042,Nakuru,completed,Weeding,18600,2026-04-03T00:00:00
BKG-03743,FAR-243,TR-043,Nairobi,completed,Harvesting,18900,2026-04-04T00:00:00
BKG-03744,FAR-244,TR-044,Embu,completed,Soil management,19200,2026-04-05T00:00:00
BKG-03745,FAR-245,TR-045,Kiambu,pending,Land preparation,19500,2026-04-06T00:00:00
BKG-03746,FAR-246,TR-046,Machakos,completed,Planting,19800,2026-04-07T00:00:00
BKG-03747,FAR-247,TR-047,Nakuru,completed,Weeding,20100,2026-04-08T00:00:00
BKG-03748,FAR-248,TR-048,Nairobi,completed,Harvesting,20400,2026-04-09T00:00:00
BKG-03749,FAR-249,TR-049,Embu,completed,Soil management,20700,2026-04-10T00:00:00
BKG-03750,FAR-250,TR-050,Kiambu,pending,Land preparation,21000,2026-04-11T00:00:00
BKG-03751,FAR-251,TR-051,Machakos,completed,Planting,21300,2026-04-12T00:00:00
BKG-03752,FAR-252,TR-052,Nakuru,completed,Weeding,21600,2026-04-13T00:00:00
BKG-03753,FAR-253,TR-053,Nairobi,completed,Harvesting,21900,2026-04-14T00:00:00
BKG-03754,FAR-254,TR-054,Embu,completed,Soil management,22200,2026-04-15T00:00:00
BKG-03755,FAR-255,TR-055,Kiambu,pending,Land preparation,22500,2026-04-16T00:00:00
BKG-03756,FAR-256,TR-056,Machakos,completed,Planting,22800,2026-04-17T00:00:00
BKG-03757,FAR-257,TR-057,Nakuru,completed,Weeding,23100,2026-04-18T00:00:00
BKG-03758,FAR-258,TR-058,Nairobi,completed,Harvesting,23400,2026-04-19T00:00:00
BKG-03759,FAR-259,TR-059,Embu,completed,Soil management,23700,2026-04-20T00:00:00
BKG-03760,FAR-260,TR-060,Kiambu,pending,Land preparation,12000,2026-04-21T00:00:00
BKG-03761,FAR-261,TR-061,Machakos,completed,Planting,12300,2026-04-22T00:00:00
BKG-03762,FAR-262,TR-062,Nakuru,completed,Weeding,12600,2026-04-23T00:00:00
BKG-03763,FAR-263,TR-063,Nairobi,completed,Harvesting,12900,2026-04-24T00:00:00
BKG-03764,FAR-264,TR-064,Embu,completed,Soil management,13200,2026-04-25T00:00:00
BKG-03765,FAR-265,TR-065,Kiambu,pending,Land preparation,13500,2026-04-26T00:00:00
BKG-03766,FAR-266,TR-066,Machakos,completed,Planting,13800,2026-04-27T00:00:00
BKG-03767,FAR-267,TR-067,Nakuru,completed,Weeding,14100,2026-04-28T00:00:00
BKG-03768,FAR-268,TR-068,Nairobi,completed,Harvesting,14400,2026-04-29T00:00:00
BKG-03769,FAR-269,TR-069,Embu,completed,Soil management,14700,2026-04-30T00:00:00
BKG-03770,FAR-270,TR-070,Kiambu,pending,Land preparation,15000,2026-05-01T00:00:00
BKG-03771,FAR-271,TR-071,Machakos,completed,Planting,15300,2026-05-02T00:00:00
BKG-03772,FAR-272,TR-072,Nakuru,completed,Weeding,15600,2026-05-03T00:00:00
BKG-03773,FAR-273,TR-073,Nairobi,completed,Harvesting,15900,2026-05-04T00:00:00
BKG-03774,FAR-274,TR-074,Embu,completed,Soil management,16200,2026-05-05T00:00:00
BKG-03775,FAR-275,TR-075,Kiambu,pending,Land preparation,16500,2026-05-06T00:00:00
BKG-03776,FAR-276,TR-076,Machakos,completed,Planting,16800,2026-05-07T00:00:00
BKG-03777,FAR-277,TR-077,Nakuru,completed,Weeding,17100,2026-05-08T00:00:00
BKG-03778,FAR-278,TR-078,Nairobi,completed,Harvesting,17400,2026-05-09T00:00:00
BKG-03779,FAR-279,TR-079,Embu,completed,Soil management,17700,2026-05-10T00:00:00
BKG-03780,FAR-280,TR-080,Kiambu,pending,Land preparation,18000,2026-05-11T00:00:00
BKG-03781,FAR-281,TR-081,Machakos,completed,Planting,18300,2026-05-12T00:00:00
BKG-03782,FAR-282,TR-082,Nakuru,completed,Weeding,18600,2026-05-13T00:00:00
BKG-03783,FAR-283,TR-083,Nairobi,completed,Harvesting,18900,2026-05-14T00:00:00
BKG-03784,FAR-284,TR-084,Embu,completed,Soil management,19200,2026-05-15T00:00:00
BKG-03785,FAR-285,TR-085,Kiambu,pending,Land preparation,19500,2026-05-16T00:00:00
BKG-03786,FAR-286,TR-086,Machakos,completed,Planting,19800,2026-05-17T00:00:00
BKG-03787,FAR-287,TR-087,Nakuru,completed,Weeding,20100,2026-05-18T00:00:00
BKG-03788,FAR-288,TR-088,Nairobi,completed,Harvesting,20400,2026-05-19T00:00:00
BKG-03789,FAR-289,TR-089,Embu,completed,Soil management,20700,2026-05-20T00:00:00
BKG-03790,FAR-290,TR-090,Kiambu,pending,Land preparation,21000,2026-05-21T00:00:00
BKG-03791,FAR-291,TR-091,Machakos,completed,Planting,21300,2026-05-22T00:00:00
BKG-03792,FAR-292,TR-092,Nakuru,completed,Weeding,21600,2026-05-23T00:00:00
BKG-03793,FAR-293,TR-093,Nairobi,completed,Harvesting,21900,2026-05-24T00:00:00
BKG-03794,FAR-294,TR-094,Embu,completed,Soil management,22200,2026-05-25T00:00:00
BKG-03795,FAR-295,TR-095,Kiambu,pending,Land preparation,22500,2026-05-26T00:00:00
BKG-03796,FAR-296,TR-096,Machakos,completed,Planting,22800,2026-05-27T00:00:00
BKG-03797,FAR-297,TR-097,Nakuru,completed,Weeding,23100,2026-05-28T00:00:00
BKG-03798,FAR-298,TR-098,Nairobi,completed,Harvesting,23400,2026-05-29T00:00:00
BKG-03799,FAR-299,TR-099,Embu,completed,Soil management,23700,2026-05-30T00:00:00
BKG-03800,FAR-300,TR-100,Kiambu,pending,Land preparation,12000,2026-05-31T00:00:00
BKG-03801,FAR-301,TR-001,Machakos,completed,Planting,12300,2026-06-01T00:00:00
BKG-03802,FAR-302,TR-002,Nakuru,completed,Weeding,12600,2026-06-02T00:00:00
BKG-03803,FAR-303,TR-003,Nairobi,completed,Harvesting,12900,2026-06-03T00:00:00
BKG-03804,FAR-304,TR-004,Embu,completed,Soil management,13200,2026-06-04T00:00:00
BKG-03805,FAR-305,TR-005,Kiambu,pending,Land preparation,13500,2026-06-05T00:00:00
BKG-03806,FAR-306,TR-006,Machakos,completed,Planting,13800,2026-06-06T00:00:00
BKG-03807,FAR-307,TR-007,Nakuru,completed,Weeding,14100,2026-06-07T00:00:00
BKG-03808,FAR-308,TR-008,Nairobi,completed,Harvesting,14400,2026-06-08T00:00:00
BKG-03809,FAR-309,TR-009,Embu,completed,Soil management,14700,2026-06-09T00:00:00
BKG-03810,FAR-310,TR-010,Kiambu,pending,Land preparation,15000,2026-06-10T00:00:00
BKG-03811,FAR-311,TR-011,Machakos,completed,Planting,15300,2026-06-11T00:00:00
BKG-03812,FAR-312,TR-012,Nakuru,completed,Weeding,15600,2026-06-12T00:00:00
BKG-03813,FAR-313,TR-013,Nairobi,completed,Harvesting,15900,2026-06-13T00:00:00
BKG-03814,FAR-314,TR-014,Embu,completed,Soil management,16200,2026-06-14T00:00:00
BKG-03815,FAR-315,TR-015,Kiambu,pending,Land preparation,16500,2026-06-15T00:00:00
BKG-03816,FAR-316,TR-016,Machakos,completed,Planting,16800,2026-06-16T00:00:00
BKG-03817,FAR-317,TR-017,Nakuru,completed,Weeding,17100,2026-06-17T00:00:00
BKG-03818,FAR-318,TR-018,Nairobi,completed,Harvesting,17400,2026-06-18T00:00:00
BKG-03819,FAR-319,TR-019,Embu,completed,Soil management,17700,2026-06-19T00:00:00
BKG-03820,FAR-320,TR-020,Kiambu,pending,Land preparation,18000,2026-06-20T00:00:00
BKG-03821,FAR-321,TR-021,Machakos,completed,Planting,18300,2026-06-21T00:00:00
BKG-03822,FAR-322,TR-022,Nakuru,completed,Weeding,18600,2026-06-22T00:00:00
BKG-03823,FAR-323,TR-023,Nairobi,completed,Harvesting,18900,2026-06-23T00:00:00
BKG-03824,FAR-324,TR-024,Embu,completed,Soil management,19200,2026-06-24T00:00:00
BKG-03825,FAR-325,TR-025,Kiambu,pending,Land preparation,19500,2026-06-25T00:00:00
BKG-03826,FAR-326,TR-026,Machakos,completed,Planting,19800,2026-06-26T00:00:00
BKG-03827,FAR-327,TR-027,Nakuru,completed,Weeding,20100,2026-06-27T00:00:00
BKG-03828,FAR-328,TR-028,Nairobi,completed,Harvesting,20400,2026-06-28T00:00:00
BKG-03829,FAR-329,TR-029,Embu,completed,Soil management,20700,2026-06-29T00:00:00
BKG-03830,FAR-330,TR-030,Kiambu,pending,Land preparation,21000,2026-06-30T00:00:00
BKG-03831,FAR-331,TR-031,Machakos,completed,Planting,21300,2026-07-01T00:00:00
BKG-03832,FAR-332,TR-032,Nakuru,completed,Weeding,21600,2026-07-02T00:00:00
BKG-03833,FAR-333,TR-033,Nairobi,completed,Harvesting,21900,2026-07-03T00:00:00
BKG-03834,FAR-334,TR-034,Embu,completed,Soil management,22200,2026-07-04T00:00:00
BKG-03835,FAR-335,TR-035,Kiambu,pending,Land preparation,22500,2026-07-05T00:00:00
BKG-03836,FAR-336,TR-036,Machakos,completed,Planting,22800,2026-07-06T00:00:00
BKG-03837,FAR-337,TR-037,Nakuru,completed,Weeding,23100,2026-07-07T00:00:00
BKG-03838,FAR-338,TR-038,Nairobi,completed,Harvesting,23400,2026-07-08T00:00:00
BKG-03839,FAR-339,TR-039,Embu,completed,Soil management,23700,2026-07-09T00:00:00
BKG-03840,FAR-340,TR-040,Kiambu,pending,Land preparation,12000,2026-07-10T00:00:00
BKG-03841,FAR-341,TR-041,Machakos,completed,Planting,12300,2026-07-11T00:00:00
BKG-03842,FAR-342,TR-042,Nakuru,completed,Weeding,12600,2026-07-12T00:00:00
BKG-03843,FAR-343,TR-043,Nairobi,completed,Harvesting,12900,2026-07-13T00:00:00
BKG-03844,FAR-344,TR-044,Embu,completed,Soil management,13200,2026-07-14T00:00:00
BKG-03845,FAR-345,TR-045,Kiambu,pending,Land preparation,13500,2026-07-15T00:00:00
BKG-03846,FAR-346,TR-046,Machakos,completed,Planting,13800,2026-07-16T00:00:00
BKG-03847,FAR-347,TR-047,Nakuru,completed,Weeding,14100,2026-07-17T00:00:00
BKG-03848,FAR-348,TR-048,Nairobi,completed,Harvesting,14400,2026-07-18T00:00:00
BKG-03849,FAR-349,TR-049,Embu,completed,Soil management,14700,2026-07-19T00:00:00
BKG-03850,FAR-350,TR-050,Kiambu,pending,Land preparation,15000,2026-07-20T00:00:00
BKG-03851,FAR-351,TR-051,Machakos,completed,Planting,15300,2026-07-21T00:00:00
BKG-03852,FAR-352,TR-052,Nakuru,completed,Weeding,15600,2026-07-22T00:00:00
BKG-03853,FAR-353,TR-053,Nairobi,completed,Harvesting,15900,2026-07-23T00:00:00
BKG-03854,FAR-354,TR-054,Embu,completed,Soil management,16200,2026-07-24T00:00:00
BKG-03855,FAR-355,TR-055,Kiambu,pending,Land preparation,16500,2026-07-25T00:00:00
BKG-03856,FAR-356,TR-056,Machakos,completed,Planting,16800,2026-07-26T00:00:00
BKG-03857,FAR-357,TR-057,Nakuru,completed,Weeding,17100,2026-07-27T00:00:00
BKG-03858,FAR-358,TR-058,Nairobi,completed,Harvesting,17400,2026-07-28T00:00:00
BKG-03859,FAR-359,TR-059,Embu,completed,Soil management,17700,2026-07-29T00:00:00
BKG-03860,FAR-360,TR-060,Kiambu,pending,Land preparation,18000,2026-07-30T00:00:00
BKG-03861,FAR-361,TR-061,Machakos,completed,Planting,18300,2026-07-31T00:00:00
BKG-03862,FAR-362,TR-062,Nakuru,completed,Weeding,18600,2026-08-01T00:00:00
BKG-03863,FAR-363,TR-063,Nairobi,completed,Harvesting,18900,2026-08-02T00:00:00
BKG-03864,FAR-364,TR-064,Embu,completed,Soil management,19200,2026-08-03T00:00:00
BKG-03865,FAR-365,TR-065,Kiambu,pending,Land preparation,19500,2026-08-04T00:00:00
BKG-03866,FAR-366,TR-066,Machakos,completed,Planting,19800,2026-08-05T00:00:00
BKG-03867,FAR-367,TR-067,Nakuru,completed,Weeding,20100,2026-08-06T00:00:00
BKG-03868,FAR-368,TR-068,Nairobi,completed,Harvesting,20400,2026-08-07T00:00:00
BKG-03869,FAR-369,TR-069,Embu,completed,Soil management,20700,2026-08-08T00:00:00
BKG-03870,FAR-370,TR-070,Kiambu,pending,Land preparation,21000,2026-08-09T00:00:00
BKG-03871,FAR-371,TR-071,Machakos,completed,Planting,21300,2026-08-10T00:00:00
BKG-03872,FAR-372,TR-072,Nakuru,completed,Weeding,21600,2026-08-11T00:00:00
BKG-03873,FAR-373,TR-073,Nairobi,completed,Harvesting,21900,2026-08-12T00:00:00
BKG-03874,FAR-374,TR-074,Embu,completed,Soil management,22200,2026-08-13T00:00:00
BKG-03875,FAR-375,TR-075,Kiambu,pending,Land preparation,22500,2026-08-14T00:00:00
BKG-03876,FAR-376,TR-076,Machakos,completed,Planting,22800,2026-08-15T00:00:00
BKG-03877,FAR-377,TR-077,Nakuru,completed,Weeding,23100,2026-08-16T00:00:00
BKG-03878,FAR-378,TR-078,Nairobi,completed,Harvesting,23400,2026-08-17T00:00:00
BKG-03879,FAR-379,TR-079,Embu,completed,Soil management,23700,2026-08-18T00:00:00
BKG-03880,FAR-380,TR-080,Kiambu,pending,Land preparation,12000,2026-08-19T00:00:00
BKG-03881,FAR-381,TR-081,Machakos,completed,Planting,12300,2026-08-20T00:00:00
BKG-03882,FAR-382,TR-082,Nakuru,completed,Weeding,12600,2026-08-21T00:00:00
BKG-03883,FAR-383,TR-083,Nairobi,completed,Harvesting,12900,2026-08-22T00:00:00
BKG-03884,FAR-384,TR-084,Embu,completed,Soil management,13200,2026-08-23T00:00:00
BKG-03885,FAR-385,TR-085,Kiambu,pending,Land preparation,13500,2026-08-24T00:00:00
BKG-03886,FAR-386,TR-086,Machakos,completed,Planting,13800,2026-08-25T00:00:00
BKG-03887,FAR-387,TR-087,Nakuru,completed,Weeding,14100,2026-08-26T00:00:00
BKG-03888,FAR-388,TR-088,Nairobi,completed,Harvesting,14400,2026-08-27T00:00:00
BKG-03889,FAR-389,TR-089,Embu,completed,Soil management,14700,2026-08-28T00:00:00
BKG-03890,FAR-390,TR-090,Kiambu,pending,Land preparation,15000,2026-08-29T00:00:00
BKG-03891,FAR-391,TR-091,Machakos,completed,Planting,15300,2026-08-30T00:00:00
BKG-03892,FAR-392,TR-092,Nakuru,completed,Weeding,15600,2026-08-31T00:00:00
BKG-03893,FAR-393,TR-093,Nairobi,completed,Harvesting,15900,2026-09-01T00:00:00
BKG-03894,FAR-394,TR-094,Embu,completed,Soil management,16200,2026-09-02T00:00:00
BKG-03895,FAR-395,TR-095,Kiambu,pending,Land preparation,16500,2026-09-03T00:00:00
BKG-03896,FAR-396,TR-096,Machakos,completed,Planting,16800,2026-09-04T00:00:00
BKG-03897,FAR-397,TR-097,Nakuru,completed,Weeding,17100,2026-09-05T00:00:00
BKG-03898,FAR-398,TR-098,Nairobi,completed,Harvesting,17400,2026-09-06T00:00:00
BKG-03899,FAR-399,TR-099,Embu,completed,Soil management,17700,2026-09-07T00:00:00
BKG-03900,FAR-400,TR-100,Kiambu,pending,Land preparation,18000,2026-09-08T00:00:00
BKG-03901,FAR-401,TR-001,Machakos,completed,Planting,18300,2026-09-09T00:00:00
BKG-03902,FAR-402,TR-002,Nakuru,completed,Weeding,18600,2026-09-10T00:00:00
BKG-03903,FAR-403,TR-003,Nairobi,completed,Harvesting,18900,2026-09-11T00:00:00
BKG-03904,FAR-404,TR-004,Embu,completed,Soil management,19200,2026-09-12T00:00:00
BKG-03905,FAR-405,TR-005,Kiambu,pending,Land preparation,19500,2026-09-13T00:00:00
BKG-03906,FAR-406,TR-006,Machakos,completed,Planting,19800,2026-09-14T00:00:00
BKG-03907,FAR-407,TR-007,Nakuru,completed,Weeding,20100,2026-09-15T00:00:00
BKG-03908,FAR-408,TR-008,Nairobi,completed,Harvesting,20400,2026-09-16T00:00:00
BKG-03909,FAR-409,TR-009,Embu,completed,Soil management,20700,2026-09-17T00:00:00
BKG-03910,FAR-410,TR-010,Kiambu,pending,Land preparation,21000,2026-09-18T00:00:00
BKG-03911,FAR-411,TR-011,Machakos,completed,Planting,21300,2026-09-19T00:00:00
BKG-03912,FAR-412,TR-012,Nakuru,completed,Weeding,21600,2026-09-20T00:00:00
BKG-03913,FAR-413,TR-013,Nairobi,completed,Harvesting,21900,2026-09-21T00:00:00
BKG-03914,FAR-414,TR-014,Embu,completed,Soil management,22200,2026-09-22T00:00:00
BKG-03915,FAR-415,TR-015,Kiambu,pending,Land preparation,22500,2026-09-23T00:00:00
BKG-03916,FAR-416,TR-016,Machakos,completed,Planting,22800,2026-09-24T00:00:00
BKG-03917,FAR-417,TR-017,Nakuru,completed,Weeding,23100,2026-09-25T00:00:00
BKG-03918,FAR-418,TR-018,Nairobi,completed,Harvesting,23400,2026-09-26T00:00:00
BKG-03919,FAR-419,TR-019,Embu,completed,Soil management,23700,2026-09-27T00:00:00
BKG-03920,FAR-420,TR-020,Kiambu,pending,Land preparation,12000,2026-09-28T00:00:00
BKG-03921,FAR-421,TR-021,Machakos,completed,Planting,12300,2026-09-29T00:00:00
BKG-03922,FAR-422,TR-022,Nakuru,completed,Weeding,12600,2026-09-30T00:00:00
BKG-03923,FAR-423,TR-023,Nairobi,completed,Harvesting,12900,2026-10-01T00:00:00
BKG-03924,FAR-424,TR-024,Embu,completed,Soil management,13200,2026-10-02T00:00:00
BKG-03925,FAR-425,TR-025,Kiambu,pending,Land preparation,13500,2026-10-03T00:00:00
BKG-03926,FAR-426,TR-026,Machakos,completed,Planting,13800,2026-10-04T00:00:00
BKG-03927,FAR-427,TR-027,Nakuru,completed,Weeding,14100,2026-10-05T00:00:00
BKG-03928,FAR-428,TR-028,Nairobi,completed,Harvesting,14400,2026-10-06T00:00:00
BKG-03929,FAR-429,TR-029,Embu,completed,Soil management,14700,2026-10-07T00:00:00
BKG-03930,FAR-430,TR-030,Kiambu,pending,Land preparation,15000,2026-10-08T00:00:00
BKG-03931,FAR-431,TR-031,Machakos,completed,Planting,15300,2026-10-09T00:00:00
BKG-03932,FAR-432,TR-032,Nakuru,completed,Weeding,15600,2026-10-10T00:00:00
BKG-03933,FAR-433,TR-033,Nairobi,completed,Harvesting,15900,2026-10-11T00:00:00
BKG-03934,FAR-434,TR-034,Embu,completed,Soil management,16200,2026-10-12T00:00:00
BKG-03935,FAR-435,TR-035,Kiambu,pending,Land preparation,16500,2026-10-13T00:00:00
BKG-03936,FAR-436,TR-036,Machakos,completed,Planting,16800,2026-10-14T00:00:00
BKG-03937,FAR-437,TR-037,Nakuru,completed,Weeding,17100,2026-10-15T00:00:00
BKG-03938,FAR-438,TR-038,Nairobi,completed,Harvesting,17400,2026-10-16T00:00:00
BKG-03939,FAR-439,TR-039,Embu,completed,Soil management,17700,2026-10-17T00:00:00
BKG-03940,FAR-440,TR-040,Kiambu,pending,Land preparation,18000,2026-10-18T00:00:00
BKG-03941,FAR-441,TR-041,Machakos,completed,Planting,18300,2026-10-19T00:00:00
BKG-03942,FAR-442,TR-042,Nakuru,completed,Weeding,18600,2026-10-20T00:00:00
BKG-03943,FAR-443,TR-043,Nairobi,completed,Harvesting,18900,2026-10-21T00:00:00
BKG-03944,FAR-444,TR-044,Embu,completed,Soil management,19200,2026-10-22T00:00:00
BKG-03945,FAR-445,TR-045,Kiambu,pending,Land preparation,19500,2026-10-23T00:00:00
BKG-03946,FAR-446,TR-046,Machakos,completed,Planting,19800,2026-10-24T00:00:00
BKG-03947,FAR-447,TR-047,Nakuru,completed,Weeding,20100,2026-10-25T00:00:00
BKG-03948,FAR-448,TR-048,Nairobi,completed,Harvesting,20400,2026-10-26T00:00:00
BKG-03949,FAR-449,TR-049,Embu,completed,Soil management,20700,2026-10-27T00:00:00
BKG-03950,FAR-450,TR-050,Kiambu,pending,Land preparation,21000,2026-10-28T00:00:00
BKG-03951,FAR-451,TR-051,Machakos,completed,Planting,21300,2026-10-29T00:00:00
BKG-03952,FAR-452,TR-052,Nakuru,completed,Weeding,21600,2026-10-30T00:00:00
BKG-03953,FAR-453,TR-053,Nairobi,completed,Harvesting,21900,2026-10-31T00:00:00
BKG-03954,FAR-454,TR-054,Embu,completed,Soil management,22200,2026-11-01T00:00:00
BKG-03955,FAR-455,TR-055,Kiambu,pending,Land preparation,22500,2026-11-02T00:00:00
BKG-03956,FAR-456,TR-056,Machakos,completed,Planting,22800,2026-11-03T00:00:00
BKG-03957,FAR-457,TR-057,Nakuru,completed,Weeding,23100,2026-11-04T00:00:00
BKG-03958,FAR-458,TR-058,Nairobi,completed,Harvesting,23400,2026-11-05T00:00:00
BKG-03959,FAR-459,TR-059,Embu,completed,Soil management,23700,2026-11-06T00:00:00
BKG-03960,FAR-460,TR-060,Kiambu,pending,Land preparation,12000,2026-11-07T00:00:00
BKG-03961,FAR-461,TR-061,Machakos,completed,Planting,12300,2026-11-08T00:00:00
BKG-03962,FAR-462,TR-062,Nakuru,completed,Weeding,12600,2026-11-09T00:00:00
BKG-03963,FAR-463,TR-063,Nairobi,completed,Harvesting,12900,2026-11-10T00:00:00
BKG-03964,FAR-464,TR-064,Embu,completed,Soil management,13200,2026-11-11T00:00:00
BKG-03965,FAR-465,TR-065,Kiambu,pending,Land preparation,13500,2026-11-12T00:00:00
BKG-03966,FAR-466,TR-066,Machakos,completed,Planting,13800,2026-11-13T00:00:00
BKG-03967,FAR-467,TR-067,Nakuru,completed,Weeding,14100,2026-11-14T00:00:00
BKG-03968,FAR-468,TR-068,Nairobi,completed,Harvesting,14400,2026-11-15T00:00:00
BKG-03969,FAR-469,TR-069,Embu,completed,Soil management,14700,2026-11-16T00:00:00
BKG-03970,FAR-470,TR-070,Kiambu,pending,Land preparation,15000,2026-11-17T00:00:00
BKG-03971,FAR-471,TR-071,Machakos,completed,Planting,15300,2026-11-18T00:00:00
BKG-03972,FAR-472,TR-072,Nakuru,completed,Weeding,15600,2026-11-19T00:00:00
BKG-03973,FAR-473,TR-073,Nairobi,completed,Harvesting,15900,2026-11-20T00:00:00
BKG-03974,FAR-474,TR-074,Embu,completed,Soil management,16200,2026-11-21T00:00:00
BKG-03975,FAR-475,TR-075,Kiambu,pending,Land preparation,16500,2026-11-22T00:00:00
BKG-03976,FAR-476,TR-076,Machakos,completed,Planting,16800,2026-11-23T00:00:00
BKG-03977,FAR-477,TR-077,Nakuru,completed,Weeding,17100,2026-11-24T00:00:00
BKG-03978,FAR-478,TR-078,Nairobi,completed,Harvesting,17400,2026-11-25T00:00:00
BKG-03979,FAR-479,TR-079,Embu,completed,Soil management,17700,2026-11-26T00:00:00
BKG-03980,FAR-480,TR-080,Kiambu,pending,Land preparation,18000,2026-11-27T00:00:00
BKG-03981,FAR-481,TR-081,Machakos,completed,Planting,18300,2026-11-28T00:00:00
BKG-03982,FAR-482,TR-082,Nakuru,completed,Weeding,18600,2026-11-29T00:00:00
BKG-03983,FAR-483,TR-083,Nairobi,completed,Harvesting,18900,2026-11-30T00:00:00
BKG-03984,FAR-484,TR-084,Embu,completed,Soil management,19200,2026-12-01T00:00:00
BKG-03985,FAR-485,TR-085,Kiambu,pending,Land preparation,19500,2026-12-02T00:00:00
BKG-03986,FAR-486,TR-086,Machakos,completed,Planting,19800,2026-12-03T00:00:00
BKG-03987,FAR-487,TR-087,Nakuru,completed,Weeding,20100,2026-12-04T00:00:00
BKG-03988,FAR-488,TR-088,Nairobi,completed,Harvesting,20400,2026-12-05T00:00:00
BKG-03989,FAR-489,TR-089,Embu,completed,Soil management,20700,2026-12-06T00:00:00
BKG-03990,FAR-490,TR-090,Kiambu,pending,Land preparation,21000,2026-12-07T00:00:00
BKG-03991,FAR-491,TR-091,Machakos,completed,Planting,21300,2026-12-08T00:00:00
BKG-03992,FAR-492,TR-092,Nakuru,completed,Weeding,21600,2026-12-09T00:00:00
BKG-03993,FAR-493,TR-093,Nairobi,completed,Harvesting,21900,2026-12-10T00:00:00
BKG-03994,FAR-494,TR-094,Embu,completed,Soil management,22200,2026-12-11T00:00:00
BKG-03995,FAR-495,TR-095,Kiambu,pending,Land preparation,22500,2026-12-12T00:00:00
BKG-03996,FAR-496,TR-096,Machakos,completed,Planting,22800,2026-12-13T00:00:00
BKG-03997,FAR-497,TR-097,Nakuru,completed,Weeding,23100,2026-12-14T00:00:00
BKG-03998,FAR-498,TR-098,Nairobi,completed,Harvesting,23400,2026-12-15T00:00:00
BKG-03999,FAR-499,TR-099,Embu,completed,Soil management,23700,2026-12-16T00:00:00
BKG-04000,FAR-500,TR-100,Kiambu,pending,Land preparation,12000,2026-12-17T00:00:00
BKG-04001,FAR-001,TR-001,Machakos,completed,Planting,12300,2026-12-18T00:00:00
BKG-04002,FAR-002,TR-002,Nakuru,completed,Weeding,12600,2026-12-19T00:00:00
BKG-04003,FAR-003,TR-003,Nairobi,completed,Harvesting,12900,2026-12-20T00:00:00
BKG-04004,FAR-004,TR-004,Embu,completed,Soil management,13200,2026-12-21T00:00:00
BKG-04005,FAR-005,TR-005,Kiambu,pending,Land preparation,13500,2026-12-22T00:00:00
BKG-04006,FAR-006,TR-006,Machakos,completed,Planting,13800,2026-12-23T00:00:00
BKG-04007,FAR-007,TR-007,Nakuru,completed,Weeding,14100,2026-12-24T00:00:00
BKG-04008,FAR-008,TR-008,Nairobi,completed,Harvesting,14400,2026-12-25T00:00:00
BKG-04009,FAR-009,TR-009,Embu,completed,Soil management,14700,2026-12-26T00:00:00
BKG-04010,FAR-010,TR-010,Kiambu,pending,Land preparation,15000,2026-12-27T00:00:00
BKG-04011,FAR-011,TR-011,Machakos,completed,Planting,15300,2026-12-28T00:00:00
BKG-04012,FAR-012,TR-012,Nakuru,completed,Weeding,15600,2026-12-29T00:00:00
BKG-04013,FAR-013,TR-013,Nairobi,completed,Harvesting,15900,2026-12-30T00:00:00
